NPs,Coating,Core_size,Shape,Dose,Type(Gram( +/-),Class,Family,Species,Duration,ZOI
Ag,coated,11.2,spherical,3000.0,p,Bacilli,Lactobacillaceae,Lactobacillus reuteri,24.0,28.0
Ag,coated,11.2,spherical,1500.0,p,Bacilli,Lactobacillaceae,Lactobacillus reuteri,24.0,23.0
Ag,coated,11.2,spherical,750.0,p,Bacilli,Lactobacillaceae,Lactobacillus reuteri,24.0,19.0
Ag,coated,11.2,spherical,370.0,p,Bacilli,Lactobacillaceae,Lactobacillus reuteri,24.0,21.0
Ag,coated,11.2,spherical,180.0,p,Bacilli,Lactobacillaceae,Lactobacillus reuteri,24.0,18.0
Ag,coated,28.0,spherical,31.25,n,Gammaproteobacteria,Enterobacteriaceae,Escherichia coli,24.0,8.5
Ag,coated,29.0,spherical,31.25,p,Bacilli,Staphylococcaceae,Staphylococcus aureus,24.0,4.5
Ag,uncoated,9.0,spherical,62.5,n,Gammaproteobacteria,Pseudomonadaceae,Pseudomonas aeruginosa,24.0,18.0
Ag,uncoated,9.0,spherical,62.5,n,Gammaproteobacteria,Enterobacteriaceae,Klebsiella pneumoniae ,24.0,14.3
Ag,uncoated,9.0,spherical,62.5,n,Gammaproteobacteria,Enterobacteriaceae,Escherichia coli,24.0,12.8
Ag,uncoated,9.0,spherical,62.5,n,Gammaproteobacteria,Enterobacteriaceae,Salmonella typhi,24.0,15.0
Ag,uncoated,9.0,spherical,31.25,n,Gammaproteobacteria,Pseudomonadaceae,Pseudomonas aeruginosa,24.0,17.6
Ag,uncoated,9.0,spherical,31.25,n,Gammaproteobacteria,Enterobacteriaceae,Klebsiella pneumoniae ,24.0,12.6
Ag,uncoated,9.0,spherical,31.25,n,Gammaproteobacteria,Enterobacteriaceae,Escherichia coli,24.0,12.0
Ag,uncoated,9.0,spherical,31.25,n,Gammaproteobacteria,Enterobacteriaceae,Salmonella typhi,24.0,14.3
Ag,uncoated,9.0,spherical,15.625,n,Gammaproteobacteria,Pseudomonadaceae,Pseudomonas aeruginosa,24.0,13.3
Ag,uncoated,9.0,spherical,15.625,n,Gammaproteobacteria,Enterobacteriaceae,Klebsiella pneumoniae ,24.0,12.0
Ag,uncoated,9.0,spherical,15.625,n,Gammaproteobacteria,Enterobacteriaceae,Escherichia coli,24.0,11.8
Ag,uncoated,9.0,spherical,15.625,n,Gammaproteobacteria,Enterobacteriaceae,Salmonella typhi,24.0,13.0
Ag,uncoated,9.0,spherical,7.812,n,Gammaproteobacteria,Pseudomonadaceae,Pseudomonas aeruginosa,24.0,11.0
Ag,uncoated,9.0,spherical,7.812,n,Gammaproteobacteria,Enterobacteriaceae,Klebsiella pneumoniae ,24.0,11.6
Ag,uncoated,9.0,spherical,7.812,n,Gammaproteobacteria,Enterobacteriaceae,Escherichia coli,24.0,11.3
Ag,uncoated,9.0,spherical,7.812,n,Gammaproteobacteria,Enterobacteriaceae,Salmonella typhi,24.0,11.0
Ag,uncoated,40.0,spherical,40.0,n,Gammaproteobacteria,Enterobacteriaceae,Escherichia coli,24.0,6.0
Ag,uncoated,40.0,spherical,40.0,n,Gammaproteobacteria,Pseudomonadaceae,Pseudomonas aeruginosa,24.0,5.0
Ag,uncoated,40.0,spherical,40.0,p,Bacilli,Staphylococcaceae,Staphylococcus aureus,24.0,6.0
Ag,uncoated,40.0,spherical,60.0,n,Gammaproteobacteria,Enterobacteriaceae,Escherichia coli,24.0,14.0
Ag,uncoated,40.0,spherical,60.0,n,Gammaproteobacteria,Pseudomonadaceae,Pseudomonas aeruginosa,24.0,9.0
Ag,uncoated,40.0,spherical,60.0,p,Bacilli,Staphylococcaceae,Staphylococcus aureus,24.0,9.0
Ag,uncoated,40.0,spherical,80.0,n,Gammaproteobacteria,Enterobacteriaceae,Escherichia coli,24.0,15.0
Ag,uncoated,40.0,spherical,80.0,n,Gammaproteobacteria,Pseudomonadaceae,Pseudomonas aeruginosa,24.0,10.0
Ag,uncoated,40.0,spherical,80.0,p,Bacilli,Staphylococcaceae,Staphylococcus aureus,24.0,9.0
Ag,uncoated,40.0,spherical,100.0,n,Gammaproteobacteria,Enterobacteriaceae,Escherichia coli,24.0,15.0
Ag,uncoated,40.0,spherical,100.0,n,Gammaproteobacteria,Pseudomonadaceae,Pseudomonas aeruginosa,24.0,10.0
Ag,uncoated,40.0,spherical,100.0,p,Bacilli,Staphylococcaceae,Staphylococcus aureus,24.0,10.0
Ag,uncoated,38.0,spherical,20.0,n,Gammaproteobacteria,Enterobacteriaceae,Escherichia coli,24.0,12.5
Ag,uncoated,38.0,spherical,20.0,n,Gammaproteobacteria,Enterobacteriaceae,Klebsiella pneumoniae ,24.0,11.5
Ag,uncoated,38.0,spherical,30.0,n,Gammaproteobacteria,Enterobacteriaceae,Escherichia coli,24.0,14.5
Ag,uncoated,38.0,spherical,30.0,n,Gammaproteobacteria,Enterobacteriaceae,Klebsiella pneumoniae ,24.0,12.0
Ag,uncoated,38.0,spherical,40.0,n,Gammaproteobacteria,Enterobacteriaceae,Escherichia coli,24.0,15.0
Ag,uncoated,38.0,spherical,40.0,n,Gammaproteobacteria,Enterobacteriaceae,Klebsiella pneumoniae ,24.0,12.5
Ag,uncoated,25.0,quasi-spherical,50.0,p,Bacilli,Bacillaceae,Bacillus subtilis,24.0,16.0
Ag,uncoated,25.0,quasi-spherical,50.0,p,Bacilli,Staphylococcaceae,Staphylococcus aureus,24.0,24.0
Ag,uncoated,25.0,quasi-spherical,50.0,n,Gammaproteobacteria,Enterobacteriaceae,Escherichia coli,24.0,17.0
Ag,uncoated,25.0,quasi-spherical,50.0,n,Gammaproteobacteria,Pseudomonadaceae,Pseudomonas aeruginosa,24.0,16.0
Ag,uncoated,30.0,spherical,26.57,n,Gammaproteobacteria,Enterobacteriaceae,Escherichia coli,24.0,34.5
Ag,uncoated,30.0,spherical,53.94,n,Gammaproteobacteria,Enterobacteriaceae,Escherichia coli,24.0,42.8
Ag,uncoated,30.0,spherical,26.57,p,Bacilli,Bacillaceae,Bacillus subtilis,24.0,42.8
Ag,uncoated,30.0,spherical,53.94,p,Bacilli,Bacillaceae,Bacillus subtilis,24.0,43.6
Ag,uncoated,30.0,spherical,26.57,n,Gammaproteobacteria,Pseudomonadaceae,Pseudomonas aeruginosa,24.0,33.6
Ag,uncoated,30.0,spherical,53.94,n,Gammaproteobacteria,Pseudomonadaceae,Pseudomonas aeruginosa,24.0,42.8
Ag,uncoated,30.0,spherical,26.57,p,Bacilli,Staphylococcaceae,Streptococcus pneumoniae,24.0,34.4
Ag,uncoated,30.0,spherical,53.94,p,Bacilli,Staphylococcaceae,Streptococcus pneumoniae,24.0,37.8
Ag,uncoated,35.36,spherical,5.0,p,Bacilli,Staphylococcaceae,Streptococcus pneumoniae,24.0,6.0
Ag,uncoated,35.36,spherical,5.0,p,Bacilli,Staphylococcaceae,Staphylococcus aureus,24.0,7.0
Ag,uncoated,35.36,spherical,5.0,p,Bacilli,Enterococcaceae,Enterococcus faecalis,24.0,0.0
Ag,uncoated,35.36,spherical,5.0,n,Gammaproteobacteria,Enterobacteriaceae,Escherichia coli,24.0,7.0
Ag,uncoated,35.36,spherical,10.0,p,Bacilli,Staphylococcaceae,Streptococcus pneumoniae,24.0,7.0
Ag,uncoated,35.36,spherical,10.0,p,Bacilli,Staphylococcaceae,Staphylococcus aureus,24.0,9.0
Ag,uncoated,35.36,spherical,10.0,p,Bacilli,Enterococcaceae,Enterococcus faecalis,24.0,0.0
Ag,uncoated,35.36,spherical,10.0,n,Gammaproteobacteria,Enterobacteriaceae,Escherichia coli,24.0,9.0
Ag,uncoated,35.36,spherical,15.0,p,Bacilli,Staphylococcaceae,Streptococcus pneumoniae,24.0,9.0
Ag,uncoated,35.36,spherical,15.0,p,Bacilli,Staphylococcaceae,Staphylococcus aureus,24.0,11.0
Ag,uncoated,35.36,spherical,15.0,p,Bacilli,Enterococcaceae,Enterococcus faecalis,24.0,0.0
Ag,uncoated,35.36,spherical,15.0,n,Gammaproteobacteria,Enterobacteriaceae,Escherichia coli,24.0,12.0
Ag,uncoated,100.0,spherical,12.5,n,Gammaproteobacteria,Enterobacteriaceae,Escherichia coli,24.0,7.0
Ag,uncoated,100.0,spherical,12.5,n,Gammaproteobacteria,Vibrionaceae,Vibrio cholerae,24.0,5.0
Ag,uncoated,100.0,spherical,12.5,p,Actinomycetes,Corynebacteriaceae,Corynebacterium species,24.0,6.0
Ag,uncoated,100.0,spherical,12.5,p,Bacilli,Staphylococcaceae,Staphylococcus aureus,24.0,5.0
Ag,uncoated,100.0,spherical,12.5,n,Gammaproteobacteria,Pseudomonadaceae,Pseudomonas aeruginosa,24.0,6.0
Ag,uncoated,100.0,spherical,12.5,n,Gammaproteobacteria,Enterobacteriaceae,Salmonella typhi,24.0,13.0
Ag,uncoated,100.0,spherical,12.5,n,Gammaproteobacteria,Enterobacteriaceae,Shigella flexneri,24.0,10.0
Ag,uncoated,100.0,spherical,12.5,n,Gammaproteobacteria,Enterobacteriaceae,Klebsiella pneumoniae ,24.0,11.0
Ag,uncoated,100.0,spherical,12.5,p,Bacilli,Bacillaceae,Bacillus subtilis,24.0,11.0
Ag,uncoated,100.0,spherical,12.5,p,Actinomycetes,Micrococcaceae,Micrococcus luteus,24.0,5.0
Ag,uncoated,100.0,spherical,12.5,n,Gammaproteobacteria,Morganellaceae,Proteus mirabilis,24.0,10.0
Ag,uncoated,100.0,spherical,25.0,n,Gammaproteobacteria,Enterobacteriaceae,Escherichia coli,24.0,10.0
Ag,uncoated,100.0,spherical,25.0,n,Gammaproteobacteria,Vibrionaceae,Vibrio cholerae,24.0,7.0
Ag,uncoated,100.0,spherical,25.0,p,Actinomycetes,Corynebacteriaceae,Corynebacterium species,24.0,7.0
Ag,uncoated,100.0,spherical,25.0,p,Bacilli,Staphylococcaceae,Staphylococcus aureus,24.0,8.0
Ag,uncoated,100.0,spherical,25.0,n,Gammaproteobacteria,Pseudomonadaceae,Pseudomonas aeruginosa,24.0,14.0
Ag,uncoated,100.0,spherical,25.0,n,Gammaproteobacteria,Enterobacteriaceae,Salmonella typhi,24.0,12.0
Ag,uncoated,100.0,spherical,25.0,n,Gammaproteobacteria,Enterobacteriaceae,Shigella flexneri,24.0,13.0
Ag,uncoated,100.0,spherical,25.0,n,Gammaproteobacteria,Enterobacteriaceae,Klebsiella pneumoniae ,24.0,13.0
Ag,uncoated,100.0,spherical,25.0,p,Bacilli,Bacillaceae,Bacillus subtilis,24.0,15.0
Ag,uncoated,100.0,spherical,25.0,p,Actinomycetes,Micrococcaceae,Micrococcus luteus,24.0,13.0
Ag,uncoated,100.0,spherical,25.0,n,Gammaproteobacteria,Morganellaceae,Proteus mirabilis,24.0,12.0
Ag,uncoated,100.0,spherical,50.0,n,Gammaproteobacteria,Enterobacteriaceae,Escherichia coli,24.0,11.0
Ag,uncoated,100.0,spherical,50.0,n,Gammaproteobacteria,Vibrionaceae,Vibrio cholerae,24.0,9.0
Ag,uncoated,100.0,spherical,50.0,p,Actinomycetes,Corynebacteriaceae,Corynebacterium species,24.0,9.0
Ag,uncoated,100.0,spherical,50.0,p,Bacilli,Staphylococcaceae,Staphylococcus aureus,24.0,8.0
Ag,uncoated,100.0,spherical,50.0,n,Gammaproteobacteria,Pseudomonadaceae,Pseudomonas aeruginosa,24.0,9.0
Ag,uncoated,100.0,spherical,50.0,n,Gammaproteobacteria,Enterobacteriaceae,Salmonella typhi,24.0,19.0
Ag,uncoated,100.0,spherical,50.0,n,Gammaproteobacteria,Enterobacteriaceae,Shigella flexneri,24.0,16.0
Ag,uncoated,100.0,spherical,50.0,n,Gammaproteobacteria,Enterobacteriaceae,Klebsiella pneumoniae ,24.0,15.0
Ag,uncoated,100.0,spherical,50.0,p,Bacilli,Bacillaceae,Bacillus subtilis,24.0,17.0
Ag,uncoated,100.0,spherical,50.0,p,Actinomycetes,Micrococcaceae,Micrococcus luteus,24.0,17.0
Ag,uncoated,100.0,spherical,50.0,n,Gammaproteobacteria,Morganellaceae,Proteus mirabilis,24.0,16.0
Ag,uncoated,100.0,spherical,100.0,n,Gammaproteobacteria,Enterobacteriaceae,Escherichia coli,24.0,15.0
Ag,uncoated,100.0,spherical,100.0,n,Gammaproteobacteria,Vibrionaceae,Vibrio cholerae,24.0,13.0
Ag,uncoated,100.0,spherical,100.0,p,Actinomycetes,Corynebacteriaceae,Corynebacterium species,24.0,11.0
Ag,uncoated,100.0,spherical,100.0,p,Bacilli,Staphylococcaceae,Staphylococcus aureus,24.0,9.0
Ag,uncoated,100.0,spherical,100.0,n,Gammaproteobacteria,Pseudomonadaceae,Pseudomonas aeruginosa,24.0,10.0
Ag,uncoated,100.0,spherical,100.0,n,Gammaproteobacteria,Enterobacteriaceae,Salmonella typhi,24.0,21.0
Ag,uncoated,100.0,spherical,100.0,n,Gammaproteobacteria,Enterobacteriaceae,Shigella flexneri,24.0,20.0
Ag,uncoated,100.0,spherical,100.0,n,Gammaproteobacteria,Enterobacteriaceae,Klebsiella pneumoniae ,24.0,17.0
Ag,uncoated,100.0,spherical,100.0,p,Bacilli,Bacillaceae,Bacillus subtilis,24.0,20.0
Ag,uncoated,100.0,spherical,100.0,p,Actinomycetes,Micrococcaceae,Micrococcus luteus,24.0,20.0
Ag,uncoated,100.0,spherical,100.0,n,Gammaproteobacteria,Morganellaceae,Proteus mirabilis,24.0,19.0
Au,coated,48.0,star,20.0,p,Bacilli,Staphylococcaceae,Staphylococcus aureus,24.0,23.0
Au,coated,48.0,star,20.0,n,Gammaproteobacteria,Enterobacteriaceae,Escherichia coli,24.0,20.0
Au,coated,60.0,irregular,50.0,p,Bacilli,Enterococcaceae,Enterococcus faecalis,12.0,7.3
Au,coated,60.0,irregular,50.0,n,Gammaproteobacteria,Enterobacteriaceae,Escherichia coli,12.0,33.1
Au,coated,60.0,irregular,50.0,p,Bacilli,Staphylococcaceae,Staphylococcus aureus,12.0,31.87
Au,coated,60.0,irregular,50.0,p,Bacilli,Staphylococcaceae,Streptococcus mutans,12.0,6.62
Au,coated,60.0,irregular,50.0,n,Gammaproteobacteria,Pseudomonadaceae,Pseudomonas aeruginosa,12.0,30.13
Au,coated,60.0,irregular,50.0,n,Gammaproteobacteria,Enterobacteriaceae,Klebsiella pneumoniae ,12.0,34.33
Au,coated,60.0,irregular,100.0,p,Bacilli,Enterococcaceae,Enterococcus faecalis,12.0,7.8
Au,coated,60.0,irregular,100.0,n,Gammaproteobacteria,Enterobacteriaceae,Escherichia coli,12.0,33.9
Au,coated,60.0,irregular,100.0,p,Bacilli,Staphylococcaceae,Staphylococcus aureus,12.0,35.4
Au,coated,60.0,irregular,100.0,p,Bacilli,Staphylococcaceae,Streptococcus mutans,12.0,6.98
Au,coated,60.0,irregular,100.0,n,Gammaproteobacteria,Pseudomonadaceae,Pseudomonas aeruginosa,12.0,22.28
Au,coated,60.0,irregular,100.0,n,Gammaproteobacteria,Enterobacteriaceae,Klebsiella pneumoniae ,12.0,31.98
Au,coated,37.7,spherical,10.0,p,Bacilli,Bacillaceae,Bacillus subtilis,24.0,8.33
Au,coated,37.7,spherical,10.0,p,Bacilli,Staphylococcaceae,Staphylococcus aureus,24.0,8.56
Au,coated,37.7,spherical,10.0,n,Gammaproteobacteria,Enterobacteriaceae,Escherichia coli,24.0,12.67
Au,coated,37.7,spherical,10.0,n,Gammaproteobacteria,Enterobacteriaceae,Klebsiella pneumoniae ,24.0,13.72
Au,coated,37.7,spherical,20.0,p,Bacilli,Bacillaceae,Bacillus subtilis,24.0,8.67
Au,coated,37.7,spherical,20.0,p,Bacilli,Staphylococcaceae,Staphylococcus aureus,24.0,9.0
Au,coated,37.7,spherical,20.0,n,Gammaproteobacteria,Enterobacteriaceae,Escherichia coli,24.0,13.67
Au,coated,37.7,spherical,20.0,n,Gammaproteobacteria,Enterobacteriaceae,Klebsiella pneumoniae ,24.0,14.53
Au,coated,37.7,spherical,30.0,p,Bacilli,Bacillaceae,Bacillus subtilis,24.0,9.42
Au,coated,37.7,spherical,30.0,p,Bacilli,Staphylococcaceae,Staphylococcus aureus,24.0,10.47
Au,coated,37.7,spherical,30.0,n,Gammaproteobacteria,Enterobacteriaceae,Escherichia coli,24.0,15.33
Au,coated,37.7,spherical,30.0,n,Gammaproteobacteria,Enterobacteriaceae,Klebsiella pneumoniae ,24.0,15.42
Au,coated,37.7,spherical,40.0,p,Bacilli,Bacillaceae,Bacillus subtilis,24.0,10.56
Au,coated,37.7,spherical,40.0,p,Bacilli,Staphylococcaceae,Staphylococcus aureus,24.0,11.33
Au,coated,37.7,spherical,40.0,n,Gammaproteobacteria,Enterobacteriaceae,Escherichia coli,24.0,17.67
Au,coated,37.7,spherical,40.0,n,Gammaproteobacteria,Enterobacteriaceae,Klebsiella pneumoniae ,24.0,15.67
Au,coated,5.0,spherical,50.0,p,Bacilli,Bacillaceae,Bacillus subtilis,24.0,13.0
Au,coated,5.0,spherical,50.0,p,Bacilli,Staphylococcaceae,Staphylococcus aureus,24.0,11.0
Au,coated,5.0,spherical,100.0,p,Bacilli,Bacillaceae,Bacillus subtilis,24.0,15.0
Au,coated,5.0,spherical,100.0,p,Bacilli,Staphylococcaceae,Staphylococcus aureus,24.0,14.0
Au,coated,5.0,spherical,150.0,p,Bacilli,Bacillaceae,Bacillus subtilis,24.0,18.5
Au,coated,5.0,spherical,150.0,p,Bacilli,Staphylococcaceae,Staphylococcus aureus,24.0,16.0
Au,coated,5.0,spherical,200.0,p,Bacilli,Bacillaceae,Bacillus subtilis,24.0,23.5
Au,coated,5.0,spherical,200.0,p,Bacilli,Staphylococcaceae,Staphylococcus aureus,24.0,20.0
Au,coated,15.11,spherical,12.5,p,Bacilli,Bacillaceae,Bacillus subtilis,24.0,10.0
Au,coated,15.11,spherical,25.0,p,Bacilli,Bacillaceae,Bacillus subtilis,24.0,11.0
Au,coated,15.11,spherical,50.0,p,Bacilli,Bacillaceae,Bacillus subtilis,24.0,14.0
Au,coated,15.11,spherical,100.0,p,Bacilli,Bacillaceae,Bacillus subtilis,24.0,16.0
Au,coated,15.11,spherical,200.0,p,Bacilli,Bacillaceae,Bacillus subtilis,24.0,18.0
Au,coated,15.11,spherical,12.5,p,Bacilli,Staphylococcaceae,Staphylococcus aureus,24.0,11.0
Au,coated,15.11,spherical,25.0,p,Bacilli,Staphylococcaceae,Staphylococcus aureus,24.0,12.0
Au,coated,15.11,spherical,50.0,p,Bacilli,Staphylococcaceae,Staphylococcus aureus,24.0,15.0
Au,coated,15.11,spherical,100.0,p,Bacilli,Staphylococcaceae,Staphylococcus aureus,24.0,17.0
Au,coated,15.11,spherical,200.0,p,Bacilli,Staphylococcaceae,Staphylococcus aureus,24.0,19.0
Au,coated,15.11,spherical,6.25,n,Gammaproteobacteria,Pseudomonadaceae,Pseudomonas aeruginosa,24.0,11.0
Au,coated,15.11,spherical,12.5,n,Gammaproteobacteria,Pseudomonadaceae,Pseudomonas aeruginosa,24.0,12.0
Au,coated,15.11,spherical,25.0,n,Gammaproteobacteria,Pseudomonadaceae,Pseudomonas aeruginosa,24.0,13.0
Au,coated,15.11,spherical,50.0,n,Gammaproteobacteria,Pseudomonadaceae,Pseudomonas aeruginosa,24.0,17.0
Au,coated,15.11,spherical,100.0,n,Gammaproteobacteria,Pseudomonadaceae,Pseudomonas aeruginosa,24.0,19.0
Au,coated,15.11,spherical,200.0,n,Gammaproteobacteria,Pseudomonadaceae,Pseudomonas aeruginosa,24.0,21.0
Au,coated,15.11,spherical,6.25,n,Gammaproteobacteria,Enterobacteriaceae,Escherichia coli,24.0,10.0
Au,coated,15.11,spherical,12.5,n,Gammaproteobacteria,Enterobacteriaceae,Escherichia coli,24.0,11.0
Au,coated,15.11,spherical,25.0,n,Gammaproteobacteria,Enterobacteriaceae,Escherichia coli,24.0,12.0
Au,coated,15.11,spherical,50.0,n,Gammaproteobacteria,Enterobacteriaceae,Escherichia coli,24.0,16.0
Au,coated,15.11,spherical,100.0,n,Gammaproteobacteria,Enterobacteriaceae,Escherichia coli,24.0,18.0
Au,coated,15.11,spherical,200.0,n,Gammaproteobacteria,Enterobacteriaceae,Escherichia coli,24.0,20.0
Au,coated,80.8,irregular,500.0,n,Gammaproteobacteria,Pseudomonadaceae,Pseudomonas aeruginosa,24.0,11.9
Au,coated,80.8,irregular,500.0,n,Gammaproteobacteria,Enterobacteriaceae,Escherichia coli,24.0,12.23
Au,coated,80.8,irregular,500.0,p,Bacilli,Staphylococcaceae,Staphylococcus aureus,24.0,14.83
Au,coated,80.8,irregular,500.0,p,Bacilli,Bacillaceae,Bacillus cereus,24.0,17.26
Au,coated,82.7,spherical,100.0,n,Gammaproteobacteria,Enterobacteriaceae,Escherichia coli,24.0,10.3
Au,coated,82.7,spherical,100.0,n,Gammaproteobacteria,Morganellaceae,Proteus vulgaris,24.0,8.5
Au,coated,82.7,spherical,100.0,n,Gammaproteobacteria,Pseudomonadaceae,Pseudomonas aeruginosa,24.0,5.6
Au,coated,82.7,spherical,100.0,p,Bacilli,Bacillaceae,Bacillus subtilis,24.0,6.3
Au,coated,82.7,spherical,100.0,n,Gammaproteobacteria,Yersiniaceae,Serratia marcescens,24.0,7.9
Au,coated,82.7,spherical,100.0,n,Gammaproteobacteria,Enterobacteriaceae,Klebsiella pneumoniae ,24.0,10.9
Au,coated,82.7,spherical,100.0,p,Bacilli,Staphylococcaceae,Staphylococcus aureus,24.0,10.7
Au,coated,20.0,spherical,100.0,p,Bacilli,Bacillaceae,Bacillus subtilis,24.0,11.0
Au,coated,20.0,spherical,100.0,p,Bacilli,Staphylococcaceae,Staphylococcus aureus,24.0,11.0
Au,coated,20.0,spherical,100.0,p,Bacilli,Enterococcaceae,Enterococcus faecalis,24.0,10.0
Au,coated,20.0,spherical,100.0,n,Gammaproteobacteria,Enterobacteriaceae,Klebsiella pneumoniae ,24.0,10.0
Au,coated,20.0,spherical,100.0,n,Gammaproteobacteria,Pseudomonadaceae,Pseudomonas aeruginosa,24.0,12.0
Au,coated,20.0,spherical,100.0,n,Gammaproteobacteria,Enterobacteriaceae,Escherichia coli,24.0,11.0
Au,coated,20.0,spherical,150.0,p,Bacilli,Bacillaceae,Bacillus subtilis,24.0,14.0
Au,coated,20.0,spherical,150.0,p,Bacilli,Staphylococcaceae,Staphylococcus aureus,24.0,12.0
Au,coated,20.0,spherical,150.0,p,Bacilli,Enterococcaceae,Enterococcus faecalis,24.0,12.0
Au,coated,20.0,spherical,150.0,n,Gammaproteobacteria,Enterobacteriaceae,Klebsiella pneumoniae ,24.0,13.0
Au,coated,20.0,spherical,150.0,n,Gammaproteobacteria,Pseudomonadaceae,Pseudomonas aeruginosa,24.0,12.0
Au,coated,20.0,spherical,150.0,n,Gammaproteobacteria,Enterobacteriaceae,Escherichia coli,24.0,12.0
Au,coated,20.0,spherical,200.0,p,Bacilli,Bacillaceae,Bacillus subtilis,24.0,15.0
Au,coated,20.0,spherical,200.0,p,Bacilli,Staphylococcaceae,Staphylococcus aureus,24.0,12.0
Au,coated,20.0,spherical,200.0,p,Bacilli,Enterococcaceae,Enterococcus faecalis,24.0,13.0
Au,coated,20.0,spherical,200.0,n,Gammaproteobacteria,Enterobacteriaceae,Klebsiella pneumoniae ,24.0,14.0
Au,coated,20.0,spherical,200.0,n,Gammaproteobacteria,Pseudomonadaceae,Pseudomonas aeruginosa,24.0,13.0
Au,coated,20.0,spherical,200.0,n,Gammaproteobacteria,Enterobacteriaceae,Escherichia coli,24.0,12.0
Au,uncoated,27.0,spherical,30.0,p,Bacilli,Staphylococcaceae,Staphylococcus aureus,24.0,12.0
Au,uncoated,27.0,spherical,40.0,p,Bacilli,Staphylococcaceae,Staphylococcus aureus,24.0,14.0
Au,uncoated,27.0,spherical,50.0,p,Bacilli,Staphylococcaceae,Staphylococcus aureus,24.0,19.0
Au,uncoated,27.0,spherical,30.0,n,Gammaproteobacteria,Enterobacteriaceae,Escherichia coli,24.0,13.0
Au,uncoated,27.0,spherical,40.0,n,Gammaproteobacteria,Enterobacteriaceae,Escherichia coli,24.0,14.0
Au,uncoated,27.0,spherical,50.0,n,Gammaproteobacteria,Enterobacteriaceae,Escherichia coli,24.0,16.0
Au,uncoated,38.76,irregular,25.0,n,Gammaproteobacteria,Enterobacteriaceae,Escherichia coli,24.0,8.0
Au,uncoated,38.76,irregular,50.0,n,Gammaproteobacteria,Enterobacteriaceae,Escherichia coli,24.0,10.0
Au,uncoated,38.76,irregular,75.0,n,Gammaproteobacteria,Enterobacteriaceae,Escherichia coli,24.0,12.0
Au,uncoated,38.76,irregular,25.0,n,Bacilli,Staphylococcaceae,Staphylococcus aureus,24.0,7.5
Au,uncoated,38.76,irregular,50.0,p,Bacilli,Staphylococcaceae,Staphylococcus aureus,24.0,10.0
Au,uncoated,38.76,irregular,75.0,p,Bacilli,Staphylococcaceae,Staphylococcus aureus,24.0,13.0
Au,uncoated,8.61,spherical,10.0,p,Bacilli,Staphylococcaceae,Staphylococcus aureus,24.0,2.5
Au,uncoated,8.61,spherical,10.0,p,Bacilli,Bacillaceae,Bacillus subtilis,24.0,3.0
Au,uncoated,8.61,spherical,10.0,n,Gammaproteobacteria,Enterobacteriaceae,Escherichia coli,24.0,7.0
Au,uncoated,8.61,spherical,10.0,n,Gammaproteobacteria,Pseudomonadaceae,Pseudomonas aeruginosa,24.0,3.5
Au,uncoated,8.61,spherical,20.0,p,Bacilli,Staphylococcaceae,Staphylococcus aureus,24.0,10.5
Au,uncoated,8.61,spherical,20.0,p,Bacilli,Bacillaceae,Bacillus subtilis,24.0,8.0
Au,uncoated,8.61,spherical,20.0,n,Gammaproteobacteria,Enterobacteriaceae,Escherichia coli,24.0,10.0
Au,uncoated,8.61,spherical,20.0,n,Gammaproteobacteria,Pseudomonadaceae,Pseudomonas aeruginosa,24.0,4.5
Au,uncoated,8.61,spherical,30.0,p,Bacilli,Staphylococcaceae,Staphylococcus aureus,24.0,11.5
Au,uncoated,8.61,spherical,30.0,p,Bacilli,Bacillaceae,Bacillus subtilis,24.0,9.5
Au,uncoated,8.61,spherical,30.0,n,Gammaproteobacteria,Enterobacteriaceae,Escherichia coli,24.0,11.0
Au,uncoated,8.61,spherical,30.0,n,Gammaproteobacteria,Pseudomonadaceae,Pseudomonas aeruginosa,24.0,5.5
Au,uncoated,8.61,spherical,40.0,p,Bacilli,Staphylococcaceae,Staphylococcus aureus,24.0,12.0
Au,uncoated,8.61,spherical,40.0,p,Bacilli,Bacillaceae,Bacillus subtilis,24.0,10.0
Au,uncoated,8.61,spherical,40.0,n,Gammaproteobacteria,Enterobacteriaceae,Escherichia coli,24.0,12.0
Au,uncoated,8.61,spherical,40.0,n,Gammaproteobacteria,Pseudomonadaceae,Pseudomonas aeruginosa,24.0,7.5
CuO,coated,30.0,spherical,31.25,p,Bacilli,Bacillaceae,Bacillus subtilis,24.0,13.0
CuO,coated,30.0,spherical,125.0,p,Bacilli,Staphylococcaceae,Staphylococcus aureus,24.0,10.0
CuO,coated,30.0,spherical,7.25,p,Bacilli,Listeriaceae,Listeria monocytogenes,24.0,18.0
CuO,coated,30.0,spherical,31.0,n,Gammaproteobacteria,Enterobacteriaceae,Escherichia coli,24.0,14.0
CuO,coated,30.0,spherical,15.62,n,Gammaproteobacteria,Enterobacteriaceae,Salmonella typhimurium,24.0,15.0
CuO,coated,6.0,spherical,50.0,p,Bacilli,Staphylococcaceae,Staphylococcus aureus ,24.0,17.0
CuO,coated,6.0,spherical,50.0,n,Gammaproteobacteria,Enterobacteriaceae,Escherichia coli,24.0,6.0
CuO,coated,6.0,spherical,50.0,n,Gammaproteobacteria,Enterobacteriaceae,Klebsiella pneumoniae ,24.0,7.0
